ID,Game,Where it appears,Type,English,Spanish,Your feedback,Suggested Spanish
LDAN-010,Dance,How to play,Landing page,"The Imposter Dance Challenge (also called the Imposter Dance Game) is a party game where every player wears headphones and dances to the same song — except one secret impostor, who hears a completely different track. The group watches the dance-off and tries to spot the impostor by their off-vibe moves. You can play it free online right here at impostorgames.com — no app, no sign-up, 3–20 players, works on any phone browser.","El Juego del Impostor de Baile es un juego de fiesta al que puedes jugar desde tu teléfono. Todos se ponen los auriculares y bailan la misma canción, menos un impostor, que escucha otra completamente distinta y tiene que disimular. El grupo mira el baile y trata de descubrir quién va a otro ritmo. Puedes jugar gratis aquí mismo, en impostorgames.com/es/dance: sin app, sin registro, de 3 a 20 jugadores y desde el navegador de cualquier teléfono.",,
LDAN-011,Dance,How to play,Landing page,Join a room,Entren a la sala,,
LDAN-012,Dance,How to play,Landing page,Join the room and tap “I’m Ready.”,Entren todos a la misma sala y toquen «Estoy listo».,,
LDAN-013,Dance,How to play,Landing page,Get your song,Recibe tu canción,,
LDAN-014,Dance,How to play,Landing page,Most players get the same song. The Impostor gets a different song.,Casi todos reciben la misma canción. El impostor recibe otra distinta.,,
LDAN-015,Dance,How to play,Landing page,Start dancing,¡A bailar!,,
LDAN-016,Dance,How to play,Landing page,"Dance to your song. If you're the Impostor, watch the others and fake it.","Baila tu canción. Si eres el impostor, mira a los demás y finge.",,
LDAN-017,Dance,How to play,Landing page,Find the Impostor,Encuentren al impostor,,
LDAN-018,Dance,How to play,Landing page,Discuss who you think danced to a different song. The host taps Reveal to see if you're right.,Hablen sobre quién creen que bailaba otra canción. El anfitrión toca Revelar para ver si acertaron.,,
LDAN-019,Dance,Links to the other games,Landing page,More games,Más juegos,,
LDAN-020,Dance,Links to the other games,Landing page,Play the Impostor Draw Game,Juega al Impostor de Dibujos,,
LDAN-021,Dance,Links to the other games,Landing page,Draw Game,Impostor de Dibujos,,
LDAN-022,Dance,Links to the other games,Landing page,Play,Jugar,,
LDAN-023,Dance,Links to the other games,Landing page,Play the Impostor Word Game,Juega al Impostor de Palabras,,
LDAN-024,Dance,Links to the other games,Landing page,Word Game,Impostor de Palabras,,
LDAN-025,Dance,Links to the other games,Landing page,Play,Jugar,,
LDAN-026,Dance,The two ways to play,Landing page,"Two ways to play. In Imposter Challenge, the host picks a music category and the app plays a random song each round while the host dances along. In DJ Mode, the host searches for the exact song the group hears, sits out, and watches as game master, perfect when you want to control the playlist and catch the impostor yourself.","Dos formas de jugar. En el Reto del Impostor, el anfitrión elige una categoría de música, cada ronda suena una canción al azar y él baila con todos. En el Modo DJ, el anfitrión busca la canción exacta que escucha el grupo, se queda fuera de la ronda y mira sabiendo quién es el impostor: ideal cuando quieres poner tú la música y atrapar al impostor por tu cuenta.",,
LDAN-027,Dance,Feedback call to action,Landing page,Got feedback?,¿Alguna sugerencia?,,
LDAN-028,Dance,More games call to action,Landing page,More games,Impostor Games,,
LDAN-029,Dance,Frequently asked questions,Landing page,FAQ,Preguntas frecuentes,,
LDAN-030,Dance,Frequently asked questions,Landing page,What is the Impostor Dance Game?,¿Qué es el Juego del Impostor de Baile?,,
LDAN-031,Dance,Frequently asked questions,Landing page,"It's a free online party game for 3–20 players. When a round starts, everyone hears the same song on their phone — except one secret impostor, who hears a completely different track. Everyone dances to what they're hearing, and the group tries to spot the impostor by whose moves don't match the song's vibe. Think Spyfall or Among Us, but with music and dancing.","Es un juego de fiesta online y gratis para 3 a 20 jugadores. Cuando empieza la ronda, todos escuchan la misma canción en su teléfono, menos un impostor, que escucha otra completamente distinta. Cada uno baila lo que está escuchando y el grupo trata de descubrir al impostor por quién va a otro ritmo. Es la idea de Among Us o Spyfall, pero con música y baile.",,
LDAN-032,Dance,Frequently asked questions,Landing page,Is this the Imposter Dance Challenge?,¿Hacen falta auriculares?,,
LDAN-033,Dance,Frequently asked questions,Landing page,"Yes — this is the online Imposter Dance Challenge, also known as the Imposter Dance Game. Everyone puts on headphones and dances to the same song, except one secret impostor who's hearing a completely different tune. The group watches the dance-off and tries to catch whoever's moving off-vibe — the same viral party game, playable right in your browser with 3–20 friends.","Sí, y son imprescindibles: cada jugador necesita los suyos. Todo el juego depende de que el impostor escuche otra canción sin que nadie más se entere, así que el sonido no puede salir al aire.",,
LDAN-034,Dance,Frequently asked questions,Landing page,Is there an Imposter Dance Game app?,¿Cuántos jugadores hacen falta?,,
LDAN-035,Dance,Frequently asked questions,Landing page,"No download needed — the Imposter Dance Game runs right in your phone's browser. Just open the page and share a room code. It works on iPhone and Android instantly, with no app to install.",De 3 a 20 jugadores. Una persona crea la sala y queda de anfitrión; los demás entran con el código de 4 caracteres o escaneando el código QR.,,
LDAN-036,Dance,Frequently asked questions,Landing page,"Is this a free alternative to the ""Who is the Impostor"" app?",¿Es gratis?,,
LDAN-037,Dance,Frequently asked questions,Landing page,"Yes. ""Who is the Impostor?"" is the viral dance party game where everyone dances to the same song except one impostor hearing a different tune in their headphones, then players vote to catch them. The Impostor Dance Game is a free browser version of the same idea: no app to download, no sign-up, no ads. Open the page, share a room code, and play with 3–20 friends on their own phones. There's even a DJ Mode where the host picks the exact song.","Sí, es completamente gratis. Sin registro, sin app y sin pagar nada. Abre la página en el navegador de cualquier teléfono y comparte el código de sala.",,
LDAN-038,Dance,Frequently asked questions,Landing page,Where can I play the Imposter Dance Challenge online?,¿Qué música suena?,,
LDAN-039,Dance,Frequently asked questions,Landing page,"Right here at impostorgames.com. It's a free browser version of the viral Imposter Dance Challenge — one player creates a room, shares the 4-character code (or QR code), and 3–20 friends join from their own phones. No app, no account, no cost.","El anfitrión elige una o varias categorías antes de cada ronda: TikTok y Reels con lo que está sonando ahora, Reggaetón y urbano, Éxitos en español con pop latino y clásicos que todos reconocen, y Éxitos globales con canciones que se conocen en cualquier idioma. Se pueden combinar varias en una sola mezcla. Cada ronda suena una canción al azar de lo elegido, y al impostor le toca otra distinta pero parecida.",,
LDAN-040,Dance,Frequently asked questions,Landing page,How do you play the imposter dance trend from TikTok and Reels?,¿El anfitrión puede elegir la canción exacta? (Modo DJ),,
LDAN-041,Dance,Frequently asked questions,Landing page,"Exactly like the videos: everyone puts on headphones, one secret impostor gets a different song, and the group dances together and tries to spot who's moving to the wrong beat. This site handles the hard part automatically — syncing the music and secretly assigning the impostor — so you can play the trend at home with just your phones.","Sí, eso es el Modo DJ. En vez de una canción al azar de una categoría, el anfitrión busca la que quiera, se queda fuera de la ronda y mira sabiendo quién es el impostor. La app le sigue eligiendo al impostor una canción que contraste, o el anfitrión también puede elegirla. El modo por defecto, Reto del Impostor, pone una canción al azar de una categoría y el anfitrión baila con todos.",,
LDAN-042,Dance,Frequently asked questions,Landing page,Is it free to play?,¿Hay que saber bailar?,,
LDAN-043,Dance,Frequently asked questions,Landing page,"Yes, completely free. There's no sign-up, no app to install, and no payment. Just open the page in any phone browser and share a room code with your friends.","Para nada. De eso se trata. Lo que delata al impostor no es bailar mal, es bailar otra cosa: un movimiento lento sobre una canción rápida se nota aunque nadie sepa bailar. Moverse de cualquier manera basta para jugar.",,
LDAN-044,Dance,Frequently asked questions,Landing page,How many players do I need?,¿Se puede jugar con un solo teléfono?,,
LDAN-045,Dance,Frequently asked questions,Landing page,"At least 3 players, up to 20. One person creates the room and becomes the host; everyone else joins with the 4-character room code.","No. Es un juego en tiempo real y cada jugador necesita su propio teléfono y sus auriculares, porque cada uno tiene que escuchar en privado la canción del grupo o la del impostor. Si solo tienen un teléfono, el Impostor de Palabras y el Impostor de Dibujos sí se pueden jugar así.",,
WOR-001,Word,Home screen,In-game,← All games,← Impostor Games,,
WOR-002,Word,Home screen,In-game,Impostor Word Game,Impostor de Palabras,,
WOR-003,Word,Home screen,In-game,Create or Join the game,Crea una sala o únete a una partida,,
WOR-004,Word,Home screen,In-game,Create,Crear,,
WOR-005,Word,Home screen,In-game,Create and be the host,Crea la sala y sé el anfitrión,,
WOR-006,Word,Home screen,In-game,Join,Unirse,,
WOR-007,Word,Home screen,In-game,Join an existing game,Únete a una partida existente,,
WOR-013,Word,Home screen,In-game,Create Room,Crear sala,,
WOR-051,Word,Home screen,In-game,Back to all games,Volver a Impostor Games,,
WOR-052,Word,Home screen,In-game,Jump to How to Play,Ir a Cómo se juega,,
WOR-053,Word,Home screen,In-game,How to play,Cómo se juega,,
WOR-008,Word,Creating or joining a room,In-game,← Back,← Atrás,,
WOR-009,Word,Creating or joining a room,In-game,Room Code,Código de sala,,
WOR-010,Word,Creating or joining a room,In-game,Enter room code to join game,Escribe el código para entrar a la sala,,
WOR-011,Word,Creating or joining a room,In-game,Name,Nombre,,
WOR-012,Word,Creating or joining a room,In-game,Enter room,Entrar a la sala,,
WOR-014,Word,Creating or joining a room,In-game,← Leave,← Salir,,
WOR-015,Word,Creating or joining a room,In-game,Room Created! 🎉,¡Sala creada! 🎉,,
WOR-016,Word,Creating or joining a room,In-game,Players can scan or enter the code to join.,Los demás pueden escanear el QR o escribir el código para entrar.,,
WOR-017,Word,Creating or joining a room,In-game,Scan code,Escanea el código,,
WOR-018,Word,Creating or joining a room,In-game,or enter code,o escribe el código,,
WOR-019,Word,Creating or joining a room,In-game,Copy code,Copiar código,,
WOR-020,Word,Creating or joining a room,In-game,or,o,,
WOR-021,Word,Creating or joining a room,In-game,Choose Pass the Phone mode to play on one phone.,Elige el modo Pasar el teléfono para jugar con un solo teléfono.,,
WOR-022,Word,Creating or joining a room,In-game,Go to Lobby,Ir a la sala,,
WOR-050,Word,Creating or joining a room,In-game,Scan to join this room,Escanea para entrar a la sala,,
WOR-054,Word,Creating or joining a room,In-game,Enter Nick Name,Escribe tu nombre,,
WOR-055,Word,Creating or joining a room,In-game,Copy room code,Copiar el código de sala,,
WOR-067,Word,Creating or joining a room,In-game,Room QR code,Código QR de la sala,,
WOR-086,Word,Creating or joining a room,In-game,That code is a {game} room. Taking you there…,Ese código es de una sala del {game}. Te llevamos ahí…,,
WOR-023,Word,The lobby,In-game,How to play,Cómo se juega,,
WOR-024,Word,The lobby,In-game,Lobby,Sala,,
WOR-025,Word,The lobby,In-game,↵ Everyone has a Phone,↵ Cada uno con su teléfono,,
WOR-026,Word,The lobby,In-game,Category,Categoría,,
WOR-027,Word,The lobby,In-game,Impostors,Impostores,,
WOR-028,Word,The lobby,In-game,1 Impostor,1 Impostor,,
WOR-029,Word,The lobby,In-game,Players,Jugadores,,
WOR-030,Word,The lobby,In-game,0 / 0 ready,0 / 0 listos,,
WOR-031,Word,The lobby,In-game,0 players,0 jugadores,,
WOR-032,Word,The lobby,In-game,Start Game,Empezar,,
WOR-033,Word,The lobby,In-game,Waiting for all players to ready up…,Esperando a que todos estén listos…,,
WOR-056,Word,The lobby,In-game,Show QR code,Ver el código QR,,
WOR-057,Word,The lobby,In-game,Fewer impostors,Menos impostores,,
WOR-058,Word,The lobby,In-game,More impostors,Más impostores,,
WOR-068,Word,The lobby,In-game,Game Mode,Modo de juego,,
WOR-094,Word,The lobby,In-game,Player {n},Jugador {n},,
WOR-095,Word,The lobby,In-game,Player,Jugador,,
WOR-096,Word,The lobby,In-game,Host,Anfitrión,,
WOR-097,Word,The lobby,In-game,Keep your screen on to stay in the game.,Deja la pantalla encendida para no salirte de la partida.,,
WOR-098,Word,The lobby,In-game,Dealing cards…,Repartiendo cartas…,,
WOR-099,Word,The lobby,In-game,← Quit Game,← Salir de la partida,,
WOR-100,Word,The lobby,In-game,← Leave Room,← Salir de la sala,,
WOR-101,Word,The lobby,In-game,"[when 1] Need {count} more player to start.
[when 2+] Need {count} more players to start.","[when 1] Falta {count} jugador para empezar.
[when 2+] Faltan {count} jugadores para empezar.",,
WOR-102,Word,The lobby,In-game,"[when 1] Add {count} more player to start.
[when 2+] Add {count} more players to start.","[when 1] Agrega {count} jugador más para empezar.
[when 2+] Agrega {count} jugadores más para empezar.",,
WOR-103,Word,The lobby,In-game,"[when 1] Need {count} more player. Share the code!
[when 2+] Need {count} more players. Share the code!","[when 1] Falta {count} jugador. ¡Comparte el código!
[when 2+] Faltan {count} jugadores. ¡Comparte el código!",,
WOR-104,Word,The lobby,In-game,Waiting for everyone to ready up…,Esperando a que todos estén listos…,,
WOR-105,Word,The lobby,In-game,Waiting for host to start…,Esperando a que el anfitrión empiece…,,
WOR-106,Word,The lobby,In-game,Everyone gets the phone in turn. Hit start!,El teléfono pasa de un jugador a otro. ¡A empezar!,,
WOR-107,Word,The lobby,In-game,"[when 1] Waiting for {count} more player to ready up…
[when 2+] Waiting for {count} more players to ready up…","[when 1] Falta {count} jugador por estar listo…
[when 2+] Faltan {count} jugadores por estar listos…",,
WOR-108,Word,The lobby,In-game,Everyone is ready. Hit start!,Todos listos. ¡A empezar!,,
WOR-109,Word,The lobby,In-game,I'm Ready,Estoy listo,,
WOR-110,Word,The lobby,In-game,I'm Not Ready,No estoy listo,,
WOR-111,Word,The lobby,In-game,✓ Ready,✓ Listo,,
WOR-112,Word,The lobby,In-game,Waiting,Esperando,,
WOR-113,Word,The lobby,In-game,Host,Anfitrión,,
WOR-114,Word,The lobby,In-game,YOU,TÚ,,
WOR-115,Word,The lobby,In-game,Add player,Agregar jugador,,
WOR-065,Word,Choosing a game mode,In-game,Pick a game mode,Elige el modo de juego,,
WOR-090,Word,Choosing a game mode,In-game,Everyone has a Phone,Cada uno con su teléfono,,
WOR-091,Word,Choosing a game mode,In-game,Everyone uses their own phone to play the game.,Cada jugador juega desde su propio teléfono.,,
WOR-092,Word,Choosing a game mode,In-game,Pass the Phone,Pasar el teléfono,,
WOR-093,Word,Choosing a game mode,In-game,Everyone uses one screen to play the game.,Todos juegan en una sola pantalla.,,
WOR-048,Word,Choosing music and categories,In-game,✨ Now you can select multiple categories,✨ Ahora puedes elegir varias categorías,,
WOR-049,Word,Choosing music and categories,In-game,Done,Listo,,
WOR-066,Word,Choosing music and categories,In-game,Pick word categories,Elige las categorías,,
WOR-121,Word,Choosing music and categories,In-game,Select,Elegir,,
WOR-122,Word,Choosing music and categories,In-game,Cancel,Cancelar,,
WOR-123,Word,Choosing music and categories,In-game,Categories,Categorías,,
WOR-124,Word,Choosing music and categories,In-game,Food,Comida,,
WOR-125,Word,Choosing music and categories,In-game,"Dishes, snacks, fruits and drinks","Platos, frutas, dulces y bebidas",,
WOR-126,Word,Choosing music and categories,In-game,Animals,Animales,,
WOR-127,Word,Choosing music and categories,In-game,"Pets, wildlife, birds and sea creatures","Mascotas, fauna, aves y animales del mar",,
WOR-128,Word,Choosing music and categories,In-game,Places,Lugares,,
WOR-129,Word,Choosing music and categories,In-game,Everywhere from the beach to a space station,De la playa a una estación espacial,,
WOR-130,Word,Choosing music and categories,In-game,Everyday Objects,Objetos cotidianos,,
WOR-131,Word,Choosing music and categories,In-game,Things lying around every home,Cosas que hay en cualquier casa,,
WOR-132,Word,Choosing music and categories,In-game,Movies & TV,Cine y TV,,
WOR-133,Word,Choosing music and categories,In-game,"Blockbusters, series and cartoon icons","Éxitos de taquilla, series e iconos animados",,
WOR-134,Word,Choosing music and categories,In-game,Football,Fútbol,,
WOR-135,Word,Choosing music and categories,In-game,"Stars, clubs and moments from the pitch","Estrellas, clubes y momentos de la cancha",,
WOR-136,Word,Choosing music and categories,In-game,Super Heroes,Superhéroes,,
WOR-137,Word,Choosing music and categories,In-game,"Capes, masks and the villains chasing them","Capas, máscaras y los villanos que los persiguen",,
WOR-034,Word,Playing the round,In-game,Reveal Impostor,Revelar impostor,,
WOR-035,Word,Playing the round,In-game,Swipe to check your card,Desliza para ver tu carta,,
WOR-036,Word,Playing the round,In-game,Game on,¡A jugar!,,
WOR-037,Word,Playing the round,In-game,Tap Reveal when the round is decided.,Toca Revelar cuando lo tengan decidido.,,
WOR-039,Word,Playing the round,In-game,Take turns saying one clue word each.,"Por turnos, cada uno dice una palabra.",,
WOR-040,Word,Playing the round,In-game,Swipe to reveal,Desliza para revelar tu carta,,
WOR-041,Word,Playing the round,In-game,Game is on,¡A jugar!,,
WOR-042,Word,Playing the round,In-game,Take turns saying one clue word each. Tap Reveal when the round is decided.,"Por turnos, cada uno dice una palabra. Toca Revelar cuando lo tengan decidido.",,
WOR-069,Word,Playing the round,In-game,You're the Impostor,Eres el impostor,,
WOR-116,Word,Playing the round,In-game,"[when 1] Impostor
[when 2+] Impostors","[when 1] Impostor
[when 2+] Impostores",,
WOR-138,Word,Playing the round,In-game,YOUR HINT,TU PISTA,,
WOR-139,Word,Playing the round,In-game,THE SECRET WORD,LA PALABRA SECRETA,,
WOR-140,Word,Playing the round,In-game,Take turns saying one clue word each.,"Por turnos, cada uno dice una palabra.",,
WOR-141,Word,Playing the round,In-game,Blend in! Give a clue that fits without knowing the word.,¡Disimula! Di una palabra que encaje sin saber cuál es.,,
WOR-142,Word,Playing the round,In-game,Take turns saying one clue word each — don't make it easy for the imposter.,"Por turnos, cada uno dice una palabra. No se lo pongan fácil al impostor.",,
WOR-143,Word,Playing the round,In-game,Starting in {n},Empieza en {n},,
WOR-144,Word,Playing the round,In-game,Take turns saying one clue word each.,"Por turnos, cada uno dice una palabra.",,
WOR-145,Word,Playing the round,In-game,"If you're the Impostor, use the hint to blend in.","Si eres el impostor, usa la pista para disimular.",,
WOR-155,Word,Playing the round,In-game,Player {current} of {total},Jugador {current} de {total},,
WOR-156,Word,Playing the round,In-game,Start Playing,Empezar a jugar,,
WOR-157,Word,Playing the round,In-game,Pass to {name},Pásaselo a {name},,
WOR-158,Word,Playing the round,In-game,Pass to Next Player,Pásaselo al siguiente,,
WOR-043,Word,End of the round,In-game,Round Over,Fin de la ronda,,
WOR-044,Word,End of the round,In-game,The secret word was,La palabra secreta era,,
WOR-045,Word,End of the round,In-game,Play Again,Otra ronda,,
WOR-159,Word,End of the round,In-game,"[when 1] TheImpostorwas
[when 2+] TheImpostorswere","[when 1] ElImpostorera
[when 2+] LosImpostoreseran",,
WOR-160,Word,End of the round,In-game,{name} (YOU),{name} (TÚ),,
WOR-161,Word,End of the round,In-game,Quit Game,Salir de la partida,,
WOR-162,Word,End of the round,In-game,Exit Room,Salir de la sala,,
WOR-038,Word,Leaving a game,In-game,Cancel,Cancelar,,
WOR-148,Word,Leaving a game,In-game,Quit the game?,¿Salir de la partida?,,
WOR-149,Word,Leaving a game,In-game,Leave the room?,¿Salir de la sala?,,
WOR-150,Word,Leaving a game,In-game,This ends the round for everyone and closes the room.,Se acaba la ronda para todos y la sala se cierra.,,
WOR-151,Word,Leaving a game,In-game,You drop out of this round. The others carry on without you.,Te sales de esta ronda. Los demás continúan sin ti.,,
WOR-152,Word,Leaving a game,In-game,This ends the round and takes everyone back to the start.,Se acaba la ronda y todos vuelven al principio.,,
WOR-153,Word,Leaving a game,In-game,Quit game,Salir,,
WOR-154,Word,Leaving a game,In-game,Leave,Salir,,
WOR-070,Word,Errors and messages,In-game,Firebase not configured,Firebase sin configurar,,
WOR-071,Word,Errors and messages,In-game,Firebase not configured — see README,Firebase sin configurar. Mira el README.,,
WOR-072,Word,Errors and messages,In-game,Room not found,No se encontró la sala,,
WOR-073,Word,Errors and messages,In-game,Game already in progress,La partida ya comenzó,,
WOR-074,Word,Errors and messages,In-game,Room is full,La sala está llena,,
WOR-075,Word,Errors and messages,In-game,Room closed,Sala cerrada,,
WOR-076,Word,Errors and messages,In-game,No room found with that code,No hay ninguna sala con ese código,,
WOR-077,Word,Errors and messages,In-game,Could not check room: {detail},No se pudo verificar la sala: {detail},,
WOR-078,Word,Errors and messages,In-game,Could not join,No se pudo entrar,,
WOR-079,Word,Errors and messages,In-game,Could not create a room: {detail},No se pudo crear la sala: {detail},,
WOR-080,Word,Errors and messages,In-game,Failed to create room: {detail},No se pudo crear la sala: {detail},,
WOR-081,Word,Errors and messages,In-game,Could not start the round,No se pudo iniciar la ronda,,
WOR-082,Word,Errors and messages,In-game,Could not change category,No se pudo cambiar de categoría,,
WOR-083,Word,Errors and messages,In-game,No word loaded,No hay ninguna palabra cargada,,
WOR-084,Word,Errors and messages,In-game,Choose a nickname,Elige un nombre,,
WOR-085,Word,Errors and messages,In-game,Could not copy,No se pudo copiar,,
WOR-087,Word,Errors and messages,In-game,Room code copied,Código copiado,,
WOR-088,Word,Errors and messages,In-game,Finish passing the phone first,Primero terminen de pasar el teléfono,,
WOR-089,Word,Errors and messages,In-game,Tap Quit Game to leave,Toca Salir de la partida para irte,,
WOR-046,Word,Rating and feedback,In-game,Enjoying the game? 🎉,¿Te está gustando? 🎉,,
WOR-047,Word,Rating and feedback,In-game,Tell us what you think,Cuéntanos qué te parece,,
WOR-059,Word,Rating and feedback,In-game,Enjoying the game?,¿Te está gustando?,,
WOR-060,Word,Rating and feedback,In-game,Close,Cerrar,,
WOR-061,Word,Rating and feedback,In-game,Not great,Regular,,
WOR-062,Word,Rating and feedback,In-game,It's okay,Normal,,
WOR-063,Word,Rating and feedback,In-game,Good,Bueno,,
WOR-064,Word,Rating and feedback,In-game,Love it,Me encanta,,
WOR-163,Word,Rating and feedback,In-game,Thanks! 🙏,¡Gracias! 🙏,,
WOR-164,Word,Rating and feedback,In-game,Tell us more,Cuéntanos más,,
WOR-117,Word,Screen reader labels,In-game,Player name,Nombre del jugador,,
WOR-118,Word,Screen reader labels,In-game,Rename {name},Cambiar el nombre de {name},,
WOR-119,Word,Screen reader labels,In-game,Remove {name},Quitar a {name},,
WOR-120,Word,Screen reader labels,In-game,{name}: swipe to reveal your card,{name}: desliza para ver tu carta,,
WOR-146,Word,Screen reader labels,In-game,Check your card,Mira tu carta,,
WOR-147,Word,Screen reader labels,In-game,Put your card away,Guarda tu carta,,
LWOR-001,Word,Page title and search description,Landing page,Imposter Word Game | Find the Impostor | Free Online Party Game,Juego del Impostor de Palabras | Gratis y Online,,
LWOR-002,Word,Page title and search description,Landing page,"The Impostor Word Game: a free online multiplayer party game. Everyone gets the same secret word — except the impostor, who only gets a vague hint. Take turns saying one clue word each, expose the impostor before they guess the word. Also known as the Imposter Word Game or Undercover. Play free in your browser with 3–20 friends.","El Juego del Impostor de Palabras: un juego de fiesta online y gratis. Todos ven la misma palabra secreta, menos el impostor, que solo recibe una pista vaga. Por turnos, cada uno dice una palabra que la describa. Atrapen al impostor antes de que adivine la palabra. Juega gratis en el navegador con 3 a 20 amigos.",,
LWOR-003,Word,Page title and search description,Landing page,Impostor Word Game,Impostor de Palabras,,
LWOR-004,Word,Page title and search description,Landing page,"Everyone gets the same secret word — except the impostor, who only gets a hint. A free multiplayer party game — one clue word each, then catch the impostor. In your browser for 3–20 friends.","Todos ven la misma palabra secreta, menos el impostor, que solo recibe una pista. Un juego de fiesta gratis: una palabra cada uno por turnos y a atrapar al impostor. En el navegador, para 3 a 20 amigos.",,
LWOR-005,Word,Page title and search description,Landing page,Impostor Word Game,Impostor de Palabras,,
LWOR-006,Word,Page title and search description,Landing page,"Everyone gets the same secret word — except the impostor, who only gets a hint. A free multiplayer party game — one clue word each, then catch the impostor. In your browser for 3–20 friends.","Todos ven la misma palabra secreta, menos el impostor, que solo recibe una pista. Un juego de fiesta gratis: una palabra cada uno por turnos y a atrapar al impostor. En el navegador, para 3 a 20 amigos.",,
LWOR-007,Word,Page title and search description,Landing page,"imposter word game, impostor word game, undercover word game, word imposter online, imposter game online, secret word party game, imposter word game app, party game, multiplayer party game, multiplayer impostor game, multiplayer word game, online multiplayer party game, social deduction game, spyfall, among us party game","juego del impostor, impostor de palabras, juego del impostor de palabras, juego de la palabra secreta, palabra secreta juego, quien es el impostor, impostor online, undercover juego, juego de fiesta, juegos para fiestas, juegos de fiesta online, juego multijugador online, juego de deduccion social, juegos como among us, juegos para reuniones",,
LWOR-008,Word,How to play,Landing page,How to Play,Cómo se juega,,
LWOR-009,Word,How to play,Landing page,A party game of bluff and wordplay — also known as Undercover,"Un juego de palabras y deducción, también conocido como Undercover",,
LWOR-010,Word,How to play,Landing page,"The Impostor Word Game (also called the Imposter Word Game or Undercover) is a party game where everyone secretly sees the same word — except one impostor, who only gets a vague hint. Players take turns saying one clue word each; the group tries to expose the impostor while the impostor bluffs and tries to guess the secret word. You can play it free online right here at impostorgames.com/word — no app, no sign-up, 3–20 players, works on any phone browser.","El Juego del Impostor de Palabras (también llamado Undercover) es un juego de fiesta en el que todos ven en secreto la misma palabra, menos un impostor, que solo recibe una pista vaga. Por turnos, cada jugador dice una palabra que la describa; el grupo intenta atrapar al impostor mientras el impostor se hace el distraído e intenta adivinar la palabra secreta. Puedes jugar gratis aquí mismo, en impostorgames.com/es/word: sin app, sin registro, de 3 a 20 jugadores y desde el navegador de cualquier teléfono.",,
LWOR-011,Word,How to play,Landing page,Get started,Para empezar,,
LWOR-012,Word,How to play,Landing page,Everyone has a phone? Join the same room and tap “I’m Ready.”,¿Todos tienen un teléfono? Entren a la misma sala y toquen «Estoy listo».,,
LWOR-013,Word,How to play,Landing page,Only one phone? Enter everyone's names and pass it around.,¿Hay un solo teléfono? Escriban los nombres de todos y vayan pasándolo.,,
LWOR-014,Word,How to play,Landing page,Get your word,Miren su palabra,,
LWOR-015,Word,How to play,Landing page,Most players get the same word. The Impostor only gets a hint.,Casi todos reciben la misma palabra. El impostor solo recibe una pista.,,
LWOR-016,Word,How to play,Landing page,Give clues,Den pistas,,
LWOR-017,Word,How to play,Landing page,"Take turns saying one clue word each. If you're the Impostor, use the hint to blend in.","Por turnos, cada uno dice una palabra. Si eres el impostor, usa la pista para disimular.",,
LWOR-018,Word,How to play,Landing page,Find the Impostor,Encuentren al impostor,,
LWOR-019,Word,How to play,Landing page,Discuss your clues and agree on your suspect. The host taps Reveal to see if you're right.,Hablen de las pistas y decidan de quién sospechan. El anfitrión toca Revelar para ver si acertaron.,,
LWOR-020,Word,Links to the other games,Landing page,More games,Más juegos,,
LWOR-021,Word,Links to the other games,Landing page,Play the Impostor Dance Game,Juega al Impostor de Baile,,
LWOR-022,Word,Links to the other games,Landing page,Dance Game,Impostor de Baile,,
LWOR-023,Word,Links to the other games,Landing page,Play,Jugar,,
LWOR-024,Word,Links to the other games,Landing page,Play the Impostor Draw Game,Juega al Impostor de Dibujos,,
LWOR-025,Word,Links to the other games,Landing page,Draw Game,Impostor de Dibujos,,
LWOR-026,Word,Links to the other games,Landing page,Play,Jugar,,
LWOR-027,Word,Feedback call to action,Landing page,Got feedback?,¿Alguna sugerencia?,,
LWOR-028,Word,More games call to action,Landing page,More games,Impostor Games,,
LWOR-029,Word,Frequently asked questions,Landing page,FAQ,Preguntas frecuentes,,
LWOR-030,Word,Frequently asked questions,Landing page,What is the Impostor Word Game?,¿Qué es el Juego del Impostor de Palabras?,,
LWOR-031,Word,Frequently asked questions,Landing page,"It's a free online party game for 3–20 players, also known as Undercover or the Imposter Word Game. Everyone secretly sees the same word on their phone — except one impostor, who only sees a vague hint. Players take turns saying one clue word each; the group tries to expose the impostor, and the impostor tries to blend in and guess the secret word.","Es un juego de fiesta online y gratis para 3 a 20 jugadores, también conocido como Undercover. Todos ven en secreto la misma palabra en el teléfono, menos un impostor, que solo ve una pista vaga. Por turnos, cada uno dice una palabra que la describa; el grupo intenta atrapar al impostor, y el impostor intenta pasar desapercibido y adivinar la palabra secreta.",,
LWOR-032,Word,Frequently asked questions,Landing page,How do you catch the impostor?,¿Cómo se atrapa al impostor?,,
LWOR-033,Word,Frequently asked questions,Landing page,"Listen to everyone's clue words. Players who know the secret word give clues that clearly relate to it — the impostor has to bluff from just a hint, so their clues tend to be vague or slightly off. Discuss, accuse, and when the group has decided, the host taps Reveal.","Escucha bien las palabras de los demás. Quien conoce la palabra secreta da pistas que encajan con ella; el impostor tiene que fingir con muy poco, así que lo suyo suele sonar vago o un poco raro. Hablen sobre sus pistas y acusen, y cuando el grupo lo tenga claro el anfitrión toca Revelar.",,
